0	0	0	0	0	0
-1	1	0	0	0	0
0	1	0	0	0	0
0	6	1	6	0	0
1	6	1	6	0	0
1	6	0.001	6	0	0
1	6	0.001	1	0	0
0	Inf	0	0	0	0
-1	1	0	0	0	0
-30	30	0	0	0	0
-0.999	0.999	0	0	0	0
1	Inf	0	0	0	0
-1	1	-1	1	0	0
1	Inf	0	0	0	0
0	30	0	0	0	0
0.001	Inf	0	0	0	0
1.001	20	0.001	0.999	0	0
1.001	20	0.001	0.999	0	0
1.001	20	0.001	0.999	0.001	0.999
-0.999	0.999	1	30	0	0
